screen_name,user_type,text,created_at,originator,replied_to
KatanaxXx_,normal_user,Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed http://bit.ly/fUy0Tj,2011-01-15 13:40:45,false,n/a
_Reality_Check_,normal_user,Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed http://bit.ly/fUy0Tj,2011-01-15 13:40:45,false,n/a
Meliora1,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 13:40:48,false,n/a
sugg_all,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 13:44:50,false,BreakingNews
RadiumYttrium,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 13:45:04,false,BreakingNews
Narries,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 13:46:02,false,BreakingNews
assuss,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 13:50:20,false,BreakingNews
SmokeRH,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 13:50:37,false,BreakingNews
josmonster,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 13:50:44,false,BreakingNews
pwolodarski,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 13:52:22,false,BreakingNews
AskLoreal,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 13:52:27,false,BreakingNews
allaboutarab,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 14:02:35,false,BreakingNews
eseeley4usa,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 14:02:44,false,BreakingNews
amy_bx,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 14:03:04,false,BreakingNews
IloiloKano,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 14:15:08,false,BreakingNews
ElanYadan,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 14:22:26,false,BreakingNews
ericbuggenhout,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 14:23:21,false,BreakingNews
nicptpeugeot,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 14:24:47,false,BreakingNews
Hunnie_Bunches,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 14:51:52,false,BreakingNews
TAODSquad,normal_user,Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed,2011-01-15 16:34:37,false,n/a
gonzalezmam,normal_user,Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed ... http://viigo.im/5NzO,2011-01-15 17:27:19,false,n/a
neverbn2me,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 17:54:41,false,BreakingNews
KLane76,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 17:55:41,false,BreakingNews
ScrmBluAardvark,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 18:21:19,false,BreakingNews
tenorgy,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 20:02:21,false,BreakingNews
nwparsons,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 20:12:36,false,BreakingNews
idrobinhood,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-15 21:52:27,false,BreakingNews
INAMUR,normal_user,Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed http://bit.ly/eYfObJ,2011-01-15 22:02:26,false,n/a
timberwoman,normal_user,RT @BreakingNews: Riots in Tunisia escalate: Gangs loyal to ousted president begin random shooting sprees; at least 2 believed killed ht ...,2011-01-16 07:53:37,false,BreakingNews
