relevant_percent_user_gets_retweeted,irrelevant_total,followers_percentile,created_at,screen_name,relevant_percent_original_tweets,irrelevant_percent_user_retweets,friends_count,relevant_total,irrelevant_percent_user_gets_retweeted,friends_percentile,irrelevant_percent_original_tweets,irrelevant_user_gets_retweeted,statuses_count,relevant_percent_user_retweets,irrelevant_user_retweets,followers_count,statuses_percentile
n/a,1,0.95159945816401,2009-01-14 21:25:44,eliselabottCNN,n/a,0.0,193,n/a,1.0,0.95159945816401,1.0,1,1006,n/a,0,2329,0.95159945816401
n/a,6,0.992367406481192,2009-06-05 16:49:34,natlsecurityCNN,n/a,0.0,1373,n/a,1.0,0.992367406481192,1.0,6,2580,n/a,0,15090,0.992367406481192
n/a,4,0.958554756694801,2008-12-16 10:28:35,CNNjill,n/a,0.0,39,n/a,0.5,0.958554756694801,1.0,2,1001,n/a,0,2657,0.958554756694801
n/a,n/a,n/a,n/a,barbarastarrCNN,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,3,0.995389184120038,2009-04-09 19:03:26,johnkingCNN,n/a,0.0,363,n/a,1.0,0.995389184120038,1.0,3,1354,n/a,0,27652,0.995389184120038
n/a,1,0.928701677607586,2009-04-25 07:08:32,asiehCNN,n/a,0.0,474,n/a,1.0,0.928701677607586,1.0,1,1861,n/a,0,1675,0.928701677607586
n/a,1,0.993539647806606,2009-03-03 04:56:18,klustout,n/a,0.0,1086,n/a,1.0,0.993539647806606,1.0,1,4109,n/a,0,18247,0.993539647806606
n/a,39,0.99781181619256,2008-04-25 17:23:28,jaketapper,n/a,0.0,860,n/a,0.461538461538462,0.99781181619256,1.0,18,26609,n/a,0,88702,0.99781181619256
n/a,n/a,0.985854954673335,2009-07-12 23:31:43,DavidMuirABC,n/a,n/a,296,n/a,n/a,0.985854954673335,n/a,"",813,n/a,"",7275,0.985854954673335
n/a,n/a,0.997863915807023,2009-08-27 02:56:01,camanpour,n/a,n/a,26,n/a,n/a,0.997863915807023,n/a,"",1301,n/a,"",94194,0.997863915807023
n/a,n/a,0.989996874023132,2009-04-20 13:44:11,BillWeirABC,n/a,n/a,224,n/a,n/a,0.989996874023132,n/a,"",847,n/a,"",10325,0.989996874023132
n/a,1,0.993904345107846,2009-02-21 12:58:45,LaraABCNews,n/a,0.0,1030,n/a,1.0,0.993904345107846,1.0,1,2650,n/a,0,19809,0.993904345107846
n/a,33,0.995206835469418,2009-10-29 19:21:20,ABCWorldNews,n/a,0.0,136,n/a,0.909090909090909,0.995206835469418,1.0,30,6420,n/a,0,25882,0.995206835469418
n/a,n/a,0.875481921433781,2009-08-04 15:44:03,KiritRadia_ABC,n/a,n/a,229,n/a,n/a,0.875481921433781,n/a,"",395,n/a,"",1021,0.875481921433781
n/a,n/a,0.982572678962176,2009-01-16 21:26:41,michaelluo,n/a,n/a,798,n/a,n/a,0.982572678962176,n/a,"",2671,n/a,"",5909,0.982572678962176
n/a,n/a,0.920079191413984,2009-03-31 19:10:28,MarquardtA,n/a,n/a,366,n/a,n/a,0.920079191413984,n/a,"",229,n/a,"",1521,0.920079191413984
n/a,9,0.988043138480775,2010-01-25 17:34:39,bbclysedoucet,n/a,0.0,253,n/a,0.333333333333333,0.988043138480775,1.0,3,1569,n/a,0,8653,0.988043138480775
n/a,34,0.996821923517766,2008-04-24 18:41:42,brianstelter,n/a,0.0,1570,n/a,0.558823529411765,0.996821923517766,1.0,19,14705,n/a,0,41984,0.996821923517766
n/a,n/a,0.994242992601855,2009-06-15 20:40:51,richardengelNBC,n/a,n/a,41,n/a,n/a,0.994242992601855,n/a,"",613,n/a,"",20890,0.994242992601855
n/a,23,0.994555590288632,2009-03-11 22:05:02,jeremyscahill,n/a,0.0,1024,n/a,0.695652173913043,0.994555590288632,1.0,16,4781,n/a,0,22359,0.994555590288632
n/a,5,0.957304365947692,2009-12-11 11:01:29,hadeelalsh,n/a,0.0,332,n/a,0.2,0.957304365947692,1.0,1,693,n/a,0,2596,0.957304365947692
n/a,2,0.985360008335938,2009-03-26 12:09:23,jrug,n/a,0.0,478,n/a,1.0,0.985360008335938,1.0,2,1363,n/a,0,7160,0.985360008335938
n/a,12,0.996926122746692,2010-03-31 13:21:25,jonsnowC4,n/a,0.0,117,n/a,0.333333333333333,0.996926122746692,1.0,4,3183,n/a,0,46699,0.996926122746692
1.0,6,0.954647285610086,2008-05-23 11:05:03,hackneylad,1.0,0.0,220,1,0.333333333333333,0.954647285610086,1.0,2,196,0.0,0,2478,0.954647285610086
n/a,n/a,0.985333958528707,2009-04-20 11:32:50,Ssirgany,n/a,n/a,387,n/a,n/a,0.985333958528707,n/a,"",7158,n/a,"",7131,0.985333958528707
n/a,53,0.854928623528186,2009-07-03 16:32:47,jaredbkeller,n/a,0.0,561,n/a,0.226415094339623,0.854928623528186,1.0,12,4269,n/a,0,872,0.854928623528186
n/a,2,0.873971032614359,2010-03-22 17:54:07,TamerELG,n/a,0.0,618,n/a,0.0,0.873944982807127,1.0,0,1003,n/a,0,1010,0.873944982807127
n/a,n/a,0.877722204855684,2009-01-12 12:27:27,MohammedY,n/a,n/a,174,n/a,n/a,0.877722204855684,n/a,"",2666,n/a,"",1039,0.877722204855684
n/a,n/a,0.49945295404814,2010-01-20 15:45:44,zeinja,n/a,n/a,260,n/a,n/a,0.49945295404814,n/a,"",393,n/a,"",112,0.49945295404814
n/a,8,0.940919037199125,2009-07-30 09:12:18,ashrafkhalil,n/a,0.0,107,n/a,0.5,0.940919037199125,1.0,4,657,n/a,0,1984,0.940919037199125
n/a,4,0.839246639574867,2009-01-26 10:36:12,RanjAlaaldin,n/a,0.0,95,n/a,0.0,0.839220589767636,1.0,0,614,n/a,0,781,0.839220589767636
n/a,n/a,0.766333229134104,2010-02-17 16:49:38,Munashik,n/a,n/a,136,n/a,n/a,0.766307179326873,n/a,"",934,n/a,"",493,0.766307179326873
n/a,n/a,0.989345628842347,2010-01-10 15:18:42,rassdwehda,n/a,n/a,10,n/a,n/a,0.989345628842347,n/a,"",9963,n/a,"",9781,0.989345628842347
n/a,6,0.968688131707825,2008-09-03 06:54:28,AzmatZahra,n/a,0.0,860,n/a,0.5,0.968688131707825,1.0,3,2657,n/a,0,3394,0.968688131707825
n/a,n/a,0.879910388663124,2008-04-07 09:18:44,jmayton,n/a,n/a,189,n/a,n/a,0.879910388663124,n/a,"",9570,n/a,"",1060,0.879910388663124
n/a,88,0.9981765134938,2008-01-19 07:10:28,suthichai,n/a,0.0,661,n/a,0.636363636363636,0.9981765134938,1.0,56,44572,n/a,0,115139,0.9981765134938
n/a,10,0.99945295404814,2008-10-27 19:14:53,NickKristof,n/a,0.0,220,n/a,1.0,0.99945295404814,1.0,10,3726,n/a,0,996804,0.99945295404814
n/a,31,0.973142648744399,2009-06-27 15:10:30,lizzieohreally,n/a,0.0,619,n/a,0.387096774193548,0.973142648744399,1.0,12,9998,n/a,0,3919,0.973142648744399
n/a,7,0.998437011566114,2009-01-09 19:41:19,katiecouric,n/a,0.0,448,n/a,0.857142857142857,0.998437011566114,1.0,6,1840,n/a,0,140507,0.998437011566114
n/a,n/a,0.435005730957591,2010-04-29 00:04:00,ginamariepace,n/a,n/a,73,n/a,n/a,0.434693133270814,n/a,"",180,n/a,"",76,0.434693133270814
n/a,11,0.987730540793998,2008-08-25 05:48:54,attackerman,n/a,0.0,499,n/a,0.545454545454545,0.987730540793998,1.0,6,9774,n/a,0,8467,0.987730540793998
n/a,62,0.915728873606335,2009-02-10 22:26:21,melissamoon3,n/a,0.0,316,n/a,0.032258064516129,0.915702823799104,1.0,2,18858,n/a,0,1459,0.915702823799104
n/a,6,0.998645410023966,2010-04-07 20:43:27,KeithOlbermann,n/a,0.0,359,n/a,1.0,0.998645410023966,1.0,6,11506,n/a,0,221012,0.998645410023966
n/a,1,0.99981765134938,2008-09-04 15:02:12,maddow,n/a,0.0,642,n/a,1.0,0.99981765134938,1.0,1,1852,n/a,0,1746840,0.99981765134938
n/a,3,0.995389184120038,2009-04-09 19:03:26,JohnKingCNN,n/a,0.0,363,n/a,1.0,0.995389184120038,1.0,3,1354,n/a,0,27652,0.995389184120038
n/a,51,0.995415233927269,2009-06-12 20:47:01,SultanAlQassemi,n/a,0.0,187,n/a,0.862745098039216,0.995415233927269,1.0,44,9712,n/a,0,27653,0.995415233927269
n/a,n/a,0.994998437011566,2008-09-04 00:35:38,sharifkouddous,n/a,n/a,359,n/a,n/a,0.994998437011566,n/a,"",1421,n/a,"",24507,0.994998437011566
n/a,n/a,n/a,n/a,speak2tweet,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"",n/a,n/a,"",n/a,n/a
n/a,n/a,0.986011253516724,2011-01-28 05:56:00,jan25voices,n/a,n/a,9,n/a,n/a,0.986011253516724,n/a,"",745,n/a,"",7305,0.986011253516724
n/a,n/a,0.913019693654267,2011-01-27 00:29:47,jan25live,n/a,n/a,2,n/a,n/a,0.913019693654267,n/a,"",1652,n/a,"",1421,0.913019693654267
